city,price,lat,long,guests,pets_allowed,property_id,is_supperhost,host_number_of_reviews,host_rating,hosts_year,host_response_rate,is_guest_favorite,property_number_of_reviews,seller_id,state,country,num_images,cancellation_type,log_price,bedrooms,beds,bathrooms,property_type,has_ac,has_wifi,has_pool,has_kitchen,has_parking,amenities_count,poi_restaurants,poi_cafes,poi_transit,poi_bus_stops,poi_supermarkets,poi_total,data_source_type,walk_score,booking_hotel_count,booking_avg_rating,booking_total_reviews,booking_data_source,beds_per_bedroom,guests_per_bedroom,bathrooms_per_bedroom,host_quality_score,reviews_per_year,amenities_per_guest,premium_amenity_score,tourism_density,local_hotel_competition_quality,foodie_score,transport_score,cancellation_type_indexed,property_type_indexed,data_source_type_indexed,features,prediction,review_total,review_positive,review_negative,review_sentiment,rating_cleanliness,rating_communication,rating_checkin,rating_location,rating_value,review_advantages,review_disadvantages,review_suggestions
Paris,414.12,48.85904,2.36315,4,0,32032724,1,5949,4.62,12,95,0,24,7642792,Ile-de-France,France,10,Full refund,6.028567635059484,1,1,1.0,entire_place,0,1,0,1,0,24,41.0,26.0,4.0,4.0,3.0,78.0,exact_grid,82.0,88,7.625641025641025,7655,exact_grid,1,4.0,1.0,0.9546,2.0,6.0,0,4.48863636973214,68.19797546445363,67.0,8.0,0,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.85904,2.36315,4,0,1,5949,4.62,12,95,0,24,10,1,1,1,0,1,0,1,0,24,41,26,4,4,3,78,82,88,7.625641025641025,7655,1,4,1,0.9546000000000001,2,6,0,4.48863636973214,68.19797546445363,67,8,0,0,1]}",418.7042916900202,24,21,3,0.768,4.7,4.6,4.7,4.8,4.2,Great Location (5x); Spacious (5x); Will Return (3x); Very Clean (3x); Very Comfortable (3x),No issues identified,No issues identified - keep up the great work!
Paris,337.96,48.862,2.3652,3,0,1596929,1,5949,4.62,12,95,0,110,7642792,Ile-de-France,France,11,Full refund,5.8258821063183035,1,1,1.0,entire_place,0,1,0,1,0,21,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,74.2,79,7.668888888888888,14427,exact_grid,1,3.0,1.0,0.9546,9.166666666666666,7.0,0,4.382026634673881,73.44438171338412,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.862,2.3652,3,0,1,5949,4.62,12,95,0,110,11,1,1,1,0,1,0,1,0,21,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,74.2,79,7.668888888888888,14427,1,3,1,0.9546000000000001,9.166666666666666,7,0,4.382026634673881,73.44438171338412,60.04838709677419,16.096774193548384,0,0,0]}",462.4897791774663,24,19,5,0.587,4.5,4.7,4.7,4.9,4.4,Great Location (8x); Walkable (3x); Quiet Area (3x); Responsive Host (3x); Very Comfortable (2x),General Issues (5x),"[General Issues]: While most reviews are positive, consider reviewing the negative feedback for recurring themes and addressing them."
Paris,290.0,48.86423,2.36099,2,0,20313940,1,95,4.93,9,100,1,95,11961861,Ile-de-France,France,20,Full refund,5.673323267171493,1,1,1.0,entire_place,1,1,0,1,0,25,26.0,15.0,9.0,4.0,1.0,55.0,exact_grid,70.3,138,7.142857142857142,5325,exact_grid,1,2.0,1.0,0.9944,10.555555555555555,12.5,1,4.9344739331306915,61.28825547409912,41.0,13.0,0,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.86423,2.36099,2,0,1,95,4.93,9,100,1,95,20,1,1,1,1,1,0,1,0,25,26,15,9,4,1,55,70.3,138,7.142857142857142,5325,1,2,1,0.9944,10.555555555555555,12.5,1,4.9344739331306915,61.28825547409912,41,13,0,0,1]}",545.5523833338987,24,22,2,0.834,4.9,5.0,5.0,5.0,4.8,Will Return (7x); Great Location (6x); Very Comfortable (3x); Quiet Area (2x); Great Host (2x),No issues identified,No issues identified - keep up the great work!
Paris,144.67,48.87051845146939,2.350318802855654,2,0,1102648563589931603,1,23,4.96,1,100,1,23,2160612,Ile-de-France,France,13,No refund,4.9813437894608565,1,1,1.0,entire_place,0,1,0,1,0,31,93.0,19.0,6.0,4.0,3.0,125.0,exact_grid,88.8,134,7.227692307692307,9067,exact_grid,1,2.0,1.0,0.9968,23.0,15.5,0,4.90527477843843,65.86239683173171,112.0,10.0,1,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.87051845146939,2.350318802855654,2,0,1,23,4.96,1,100,1,23,13,1,1,1,0,1,0,1,0,31,93,19,6,4,3,125,88.8,134,7.227692307692307,9067,1,2,1,0.9968000000000001,23,15.5,0,4.90527477843843,65.86239683173171,112,10,1,0,1]}",224.11405905919884,23,23,0,1.0,4.9,5.0,5.0,4.9,4.9,Will Return (5x); Very Comfortable (5x); Highly Recommend (4x); Well Equipped (3x); Walkable (3x),No issues identified,No issues identified - keep up the great work!
Paris,315.19,48.84724,2.33988,4,0,664422563365299587,0,18,4.39,3,100,0,18,429289519,Ile-de-France,France,12,No refund,5.756343298721826,2,2,2.0,entire_place,1,1,1,1,0,39,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,75.6,16,5.8875,720,exact_grid,1,2.0,1.0,0.6512,6.0,9.75,2,2.833213344056216,38.74351292076514,60.04838709677419,16.096774193548384,1,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.84724,2.33988,4,0,0,18,4.39,3,100,0,18,12,2,2,2,1,1,1,1,0,39,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,75.6,16,5.8875,720,1,2,1,0.6512,6,9.75,2,2.833213344056216,38.74351292076514,60.04838709677419,16.096774193548384,1,0,0]}",894.1698226951603,17,15,2,0.783,4.4,4.8,4.8,4.9,4.3,Well Equipped (4x); Great Location (4x); Responsive Host (4x); Spacious (3x); Walkable (2x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California."
Paris,97.6,48.85216,2.37818,2,1,50952771,0,83,4.52,11,100,0,12,15809233,Ile-de-France,France,7,Full refund,4.591071261608589,1,1,1.0,entire_place,0,0,0,1,1,39,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,75.0,81,7.221212121212123,2773,exact_grid,1,2.0,1.0,0.6616,1.0909090909090908,19.5,1,4.406719247264253,57.25009899055938,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.85216,2.37818,2,1,0,83,4.52,11,100,0,12,7,1,1,1,0,0,0,1,1,39,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,75,81,7.2212121212121225,2773,1,2,1,0.6616,1.0909090909090908,19.5,1,4.406719247264253,57.25009899055938,60.04838709677419,16.096774193548384,0,0,0]}",280.018004383174,11,10,1,0.816,3.2,4.6,4.8,4.8,4.3,Great Location (5x); Very Clean (1x); Good Value (1x),Dirty General (2x); Noise General (1x),"[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.)."
Paris,459.29,48.85942,2.37505,6,0,716061479538587256,1,34,4.68,11,100,1,19,16542312,Ile-de-France,France,17,Partial refund,6.131856725625224,2,2,1.0,entire_place,0,1,0,1,0,54,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,74.3,78,7.145714285714287,5310,exact_grid,1,3.0,0.5,0.9744,1.7272727272727273,9.0,0,4.3694478524670215,61.29261738993263,60.04838709677419,16.096774193548384,2,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.85942,2.37505,6,0,1,34,4.68,11,100,1,19,17,2,2,1,0,1,0,1,0,54,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,74.3,78,7.145714285714287,5310,1,3,0.5,0.9743999999999999,1.7272727272727273,9,0,4.3694478524670215,61.29261738993263,60.04838709677419,16.096774193548384,2,0,0]}",621.4797248352563,19,19,0,0.999,5.0,5.0,4.5,5.0,4.8,Responsive Host (9x); Highly Recommend (5x); Central (3x); Very Comfortable (3x); Spacious (3x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California."
Paris,254.0,48.8349,2.3487,4,0,933097140796606465,1,140,4.8,7,100,1,38,28284294,Ile-de-France,France,18,Full refund,5.541263545158426,2,2,1.0,entire_place,0,1,0,1,1,34,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,75.1,10,8.1,4298,exact_grid,1,2.0,0.5,0.984,5.428571428571429,8.5,1,2.3978952727983707,67.76571550361987,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.8349,2.3487,4,0,1,140,4.8,7,100,1,38,18,2,2,1,0,1,0,1,1,34,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,75.1,10,8.1,4298,1,2,0.5,0.984,5.428571428571429,8.5,1,2.3978952727983707,67.76571550361987,60.04838709677419,16.096774193548384,0,0,0]}",470.415821748176,24,24,0,0.981,5.0,5.0,4.9,4.9,4.8,Spacious (7x); Quiet Area (4x); Will Return (4x); Very Clean (3x); Great Communication (3x),No issues identified,No issues identified - keep up the great work!
Paris,148.84,48.86045,2.36002,2,0,8032766,0,107,4.66,10,100,0,107,42413128,Ile-de-France,France,9,Full refund,5.009568058135833,2,2,1.0,entire_place,0,1,0,1,0,30,41.0,34.0,7.0,7.0,1.0,90.0,exact_grid,75.6,138,7.142857142857142,5325,exact_grid,1,1.0,0.5,0.6728000000000001,10.7,15.0,0,4.9344739331306915,61.28825547409912,75.0,14.0,0,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.86045,2.36002,2,0,0,107,4.66,10,100,0,107,9,2,2,1,0,1,0,1,0,30,41,34,7,7,1,90,75.6,138,7.142857142857142,5325,1,1,0.5,0.6728000000000001,10.7,15,0,4.9344739331306915,61.28825547409912,75,14,0,0,1]}",379.6013009494933,24,21,3,0.758,4.7,4.8,4.8,4.9,4.5,Very Comfortable (5x); Well Equipped (4x); Highly Recommend (3x); Will Return (3x); Great Location (2x),Dirty Bathroom (1x); Too Hot (1x); Too Cold (1x); Too Small (1x); Noise General (1x),"[Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Too Hot]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.*** || [Too Cold]: Ensure the heating system works properly and provide clear instructions on how to use it. Consider adding extra blankets, warm bedding, or a space heater for colder months. || [Noise General]: Be transparent about noise levels in your listing description. Consider providing earplugs for guests. If possible, add soundproofing or double-glazed windows."
Paris,184.14,48.86668,2.35398,2,0,12757763,1,188,4.97,9,100,1,188,21141198,Ile-de-France,France,11,Full refund,5.221112295639065,1,1,1.0,entire_place,0,1,0,1,0,18,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,73.9,378,7.22994923857868,11462,exact_grid,1,2.0,1.0,0.9976,20.88888888888889,9.0,0,5.937536205082426,67.57746603121122,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.86668,2.35398,2,0,1,188,4.97,9,100,1,188,11,1,1,1,0,1,0,1,0,18,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,73.9,378,7.22994923857868,11462,1,2,1,0.9976,20.88888888888889,9,0,5.937536205082426,67.57746603121122,60.04838709677419,16.096774193548384,0,0,0]}",276.49377893602104,24,24,0,1.0,5.0,5.0,5.0,4.9,4.9,Great Location (7x); Very Comfortable (4x); Will Return (4x); Highly Recommend (4x); Walkable (3x),Smell Issues (1x); Noise Street (1x),"[Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says. || [Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy."
Paris,344.47,48.85722,2.33785,4,0,4744058,0,176,4.79,11,100,0,171,24294779,Ile-de-France,France,24,Full refund,5.84490580875755,1,1,1.0,entire_place,1,1,0,1,0,11,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,73.9,27,8.700000000000001,1261,exact_grid,1,4.0,1.0,0.6832,15.545454545454543,2.75,1,3.332204510175204,62.12194147498008,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.85722,2.33785,4,0,0,176,4.79,11,100,0,171,24,1,1,1,1,1,0,1,0,11,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,73.9,27,8.700000000000001,1261,1,4,1,0.6832,15.545454545454545,2.75,1,3.332204510175204,62.12194147498008,60.04838709677419,16.096774193548384,0,0,0]}",751.1767280219742,24,21,3,0.731,4.7,4.9,4.9,5.0,4.7,Great Location (8x); Highly Recommend (7x); Quiet Area (4x); Very Comfortable (4x); Walkable (4x),Dirty General (1x); Safety Concerns (1x); Dirty Bathroom (1x); Bugs Pests (1x),"[Dirty General]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews. || [Safety Concerns]: Smoke and carbon monoxide (CO) alarms save lives. That’s why we’re on a mission to get alarms into as many listings as possible. We strongly urge hosts to install smoke and carbon monoxide alarms in spaces that use fuel-burning appliances, test them regularly, and make sure their listing description is up to date. Check out preparing your listing with safety essentials for more information. || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water"
Paris,339.62,48.861,2.3803,6,0,1030562130853787821,0,1,5.0,2,100,0,1,26990366,Ile-de-France,France,34,Full refund,5.83076748641069,3,3,2.0,entire_place,0,1,0,1,0,46,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,75.2,54,6.804347826086956,4764,exact_grid,1,2.0,0.6666666666666666,0.7,0.5,7.666666666666667,0,4.007333185232471,57.62638111816605,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.861,2.3803,6,0,0,1,5,2,100,0,1,34,3,3,2,0,1,0,1,0,46,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,75.2,54,6.804347826086956,4764,1,2,0.6666666666666666,0.7,0.5,7.666666666666667,0,4.007333185232471,57.62638111816605,60.04838709677419,16.096774193548384,0,0,0]}",806.7640397066837,1,1,0,1.0,,,,,,Beautiful Place (1x); Well Equipped (1x); Very Comfortable (1x); Highly Recommend (1x); Perfect Stay (1x),No issues identified,No issues identified - keep up the great work!
Paris,348.68,48.85702,2.35958,2,0,1165951830215387825,0,14,4.64,1,50,0,14,315032437,Ile-de-France,France,21,Partial refund,5.857018450555059,1,1,1.0,entire_place,0,1,0,1,0,6,73.0,35.0,7.0,6.0,1.0,122.0,exact_grid,78.6,158,7.657471264367815,10295,exact_grid,1,2.0,1.0,0.5212,14.0,3.0,0,5.0689042022202315,70.75128805939822,108.0,13.0,2,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.85702,2.35958,2,0,0,14,4.64,1,50,0,14,21,1,1,1,0,1,0,1,0,6,73,35,7,6,1,122,78.6,158,7.657471264367815,10295,1,2,1,0.5212,14,3,0,5.0689042022202315,70.75128805939822,108,13,2,0,1]}",266.5922986872201,14,14,0,0.999,4.4,4.9,4.9,4.9,4.7,Highly Recommend (5x); Great Location (5x); Will Return (3x); Spacious (2x); Quiet Area (1x),No issues identified,No issues identified - keep up the great work!
Paris,229.0,48.85993,2.31816,4,0,1303556952864154162,1,409,4.76,12,100,0,1,4593397,Ile-de-France,France,30,Partial refund,5.438079308923196,1,1,1.5,entire_place,0,1,0,1,0,41,0.0,0.0,0.0,0.0,0.0,0.0,exact_grid,1.4,29,7.1899999999999995,870,exact_grid,1,4.0,1.5,0.9808,0.0833333333333333,10.25,0,3.4011973816621555,48.67372581356949,0.0,0.0,2,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.85993,2.31816,4,0,1,409,4.76,12,100,0,1,30,1,1,1.5,0,1,0,1,0,41,0,0,0,0,0,0,1.4,29,7.1899999999999995,870,1,4,1.5,0.9808000000000001,0.08333333333333333,10.25,0,3.4011973816621555,48.67372581356949,0,0,2,0,1]}",854.8528181278459,1,1,0,1.0,,,,,,Walkable (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!
Paris,287.06,48.85997,2.3439,2,0,343862,0,92,4.84,13,100,1,91,1744480,Ile-de-France,France,12,Full refund,5.663168791770904,1,1,1.0,entire_place,0,0,0,1,0,39,109.0,27.0,22.0,7.0,6.0,171.0,exact_grid,99.4,21,8.323076923076924,1878,exact_grid,1,2.0,1.0,0.6872,7.0,19.5,0,3.091042453358316,62.743473764349,136.0,29.0,0,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.85997,2.3439,2,0,0,92,4.84,13,100,1,91,12,1,1,1,0,0,0,1,0,39,109,27,22,7,6,171,99.4,21,8.323076923076924,1878,1,2,1,0.6872,7,19.5,0,3.091042453358316,62.743473764349,136,29,0,0,1]}",304.0194361046706,23,22,1,0.912,4.9,4.9,4.9,4.9,4.7,Walkable (5x); Great Location (5x); Central (4x); Will Return (4x); Spacious (4x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California."
Paris,139.65,48.88349,2.36243,2,0,43027283,1,95,4.81,10,100,1,73,48760096,Ile-de-France,France,15,Full refund,4.946274534935866,1,1,1.0,entire_place,0,1,0,1,1,38,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,74.1,22,6.444444444444445,5597,exact_grid,1,2.0,1.0,0.9848,7.3,19.0,1,3.1354942159291497,55.61661676270813,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.88349,2.36243,2,0,1,95,4.81,10,100,1,73,15,1,1,1,0,1,0,1,1,38,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,74.1,22,6.444444444444445,5597,1,2,1,0.9848000000000001,7.3,19,1,3.1354942159291497,55.61661676270813,60.04838709677419,16.096774193548384,0,0,0]}",131.03901948111448,24,24,0,0.995,4.8,4.9,4.9,4.5,4.8,Very Comfortable (5x); Great Host (4x); Beautiful Place (3x); Will Return (3x); Walkable (3x),No issues identified,No issues identified - keep up the great work!
Paris,155.01,48.8569,2.3747,2,0,1080130262930287020,1,19,4.84,1,100,0,19,559379728,Ile-de-France,France,24,Full refund,5.049920107759158,1,1,1.0,entire_place,0,1,0,1,0,28,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,73.8,45,6.98695652173913,5069,exact_grid,1,2.0,1.0,0.9872,19.0,14.0,0,3.828641396489095,59.6063975096194,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.8569,2.3747,2,0,1,19,4.84,1,100,0,19,24,1,1,1,0,1,0,1,0,28,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,73.8,45,6.98695652173913,5069,1,2,1,0.9872000000000001,19,14,0,3.828641396489095,59.6063975096194,60.04838709677419,16.096774193548384,0,0,0]}",311.33366350776123,19,19,0,1.0,4.7,5.0,4.9,4.9,4.8,Great Location (5x); Responsive Host (4x); Very Comfortable (4x); Great Host (3x); Well Equipped (2x),Too Small (1x),"[Too Small]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California."
Paris,75.0,48.8786,2.36953,2,0,730327824370428624,0,14,4.43,5,100,0,14,222199838,Ile-de-France,France,7,Full refund,4.330733340286331,1,1,1.0,entire_place,0,0,0,1,0,25,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,city_fallback,74.3,13,7.112500000000001,1692,exact_grid,1,2.0,1.0,0.6544,2.8,12.5,0,2.639057329615259,52.876155630421934,60.04838709677419,16.096774193548384,0,0,0,"{""vectorType"":""dense"",""length"":45,""values"":[48.8786,2.36953,2,0,0,14,4.43,5,100,0,14,7,1,1,1,0,0,0,1,0,25,45.54838709677419,14.5,8.838709677419354,7.258064516129032,1.064516129032258,77.20967741935483,74.3,13,7.112500000000001,1692,1,2,1,0.6544,2.8,12.5,0,2.639057329615259,52.876155630421934,60.04838709677419,16.096774193548384,0,0,0]}",317.6028797895233,14,12,2,0.685,4.1,4.5,4.9,4.3,4.4,Highly Recommend (3x); Responsive Host (2x); Very Clean (2x); Quiet Area (1x); Great Communication (1x),Wifi Issues (1x); Hard To Find (1x),"[Wifi Issues]: Add every amenity you offer. Consider which popular amenities you can add or improve, like replacing a lockbox with a smart lock or upgrading your wifi. The top amenities guests search for include self check-in, wifi, a washer, a dryer, TV or cable, and a barbecue area.*** || [Hard To Find]: Use the Arrival guide to provide clear and simple checkout instructions. Consider whether checkout tasks like taking out the rubbish or gathering used towels is a five-star experience for guests. Making these chores part of your cleaning routine could lead to better reviews."
Paris,243.0,48.85831,2.35708,2,0,895521,1,176,4.94,12,100,1,161,4771838,Ile-de-France,France,38,Full refund,5.497168225293202,1,1,1.0,entire_place,1,1,0,1,1,50,73.0,35.0,7.0,6.0,1.0,122.0,exact_grid,78.5,158,7.657471264367815,10295,exact_grid,1,2.0,1.0,0.9952,13.416666666666666,25.0,2,5.0689042022202315,70.75128805939822,108.0,13.0,0,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.85831,2.35708,2,0,1,176,4.94,12,100,1,161,38,1,1,1,1,1,0,1,1,50,73,35,7,6,1,122,78.5,158,7.657471264367815,10295,1,2,1,0.9952000000000001,13.416666666666666,25,2,5.0689042022202315,70.75128805939822,108,13,0,0,1]}",604.5437053757091,48,48,0,1.0,4.9,4.9,4.9,5.0,4.8,Great Host (10x); Responsive Host (9x); Will Return (9x); Highly Recommend (8x); Great Location (6x),No issues identified,No issues identified - keep up the great work!
Paris,103.34,48.84383,2.32239,2,0,50320846,0,66,4.76,3,100,0,66,13965074,Ile-de-France,France,9,Full refund,4.647654797594247,1,1,1.0,entire_place,0,1,0,1,1,43,49.0,8.0,11.0,8.0,0.0,76.0,exact_grid,63.6,49,7.648148148148148,27172,exact_grid,1,2.0,1.0,0.6808000000000001,22.0,21.5,1,3.912023005428146,78.08743283979412,57.0,19.0,0,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.84383,2.32239,2,0,0,66,4.76,3,100,0,66,9,1,1,1,0,1,0,1,1,43,49,8,11,8,0,76,63.6,49,7.648148148148148,27172,1,2,1,0.6808000000000001,22,21.5,1,3.912023005428146,78.08743283979412,57,19,0,0,1]}",358.7961074112776,24,21,3,0.767,4.6,4.9,4.6,4.8,4.6,Responsive Host (5x); Well Equipped (5x); Will Return (3x); Great Location (3x); Walkable (2x),Safety Concerns (1x); Noise Street (1x),"[Safety Concerns]: Smoke and carbon monoxide (CO) alarms save lives. That’s why we’re on a mission to get alarms into as many listings as possible. We strongly urge hosts to install smoke and carbon monoxide alarms in spaces that use fuel-burning appliances, test them regularly, and make sure their listing description is up to date. Check out preparing your listing with safety essentials for more information. || [Noise Street]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy."
Paris,617.0,48.84385,2.33271,8,0,928138738909811498,1,497,4.82,6,100,0,7,238483475,Ile-de-France,France,11,No refund,6.42648845745769,3,3,2.0,entire_place,1,1,0,1,1,49,47.0,11.0,14.0,11.0,2.0,85.0,exact_grid,79.9,32,7.726086956521739,9477,exact_grid,1,2.6666666666666665,0.6666666666666666,0.9856,1.1666666666666667,6.125,2,3.49650756146648,70.7456814203975,58.0,25.0,1,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.84385,2.33271,8,0,1,497,4.82,6,100,0,7,11,3,3,2,1,1,0,1,1,49,47,11,14,11,2,85,79.9,32,7.726086956521739,9477,1,2.6666666666666665,0.6666666666666666,0.9856,1.1666666666666667,6.125,2,3.4965075614664802,70.7456814203975,58,25,1,0,1]}",1065.5106612006643,7,7,0,1.0,5.0,4.7,4.9,4.9,4.6,Responsive Host (2x); Very Clean (2x); Great Location (1x); Walkable (1x),No issues identified,No issues identified - keep up the great work!
Paris,103.34,48.876,2.3478,2,0,15111537,0,368,4.63,9,100,0,137,5878846,Ile-de-France,France,19,Full refund,4.647654797594247,1,1,1.5,entire_place,0,1,0,1,0,20,92.0,11.0,5.0,5.0,2.0,115.0,exact_grid,84.1,92,7.262264150943396,19641,exact_grid,1,2.0,1.5,0.6704,15.22222222222222,10.0,0,4.532599493153256,71.79057056981792,103.0,10.0,0,0,1,"{""vectorType"":""dense"",""length"":45,""values"":[48.876,2.3478,2,0,0,368,4.63,9,100,0,137,19,1,1,1.5,0,1,0,1,0,20,92,11,5,5,2,115,84.1,92,7.262264150943396,19641,1,2,1.5,0.6704,15.222222222222221,10,0,4.532599493153256,71.79057056981792,103,10,0,0,1]}",465.1784235298629,24,21,3,0.75,4.7,4.8,4.8,5.0,4.8,Walkable (6x); Great Location (6x); Very Comfortable (5x); Responsive Host (4x); Well Equipped (4x),Noise General (1x); Uncomfortable Bed (1x),"[Noise General]: Noise: Guests should respect designated quiet hours and should not disturb the surrounding community with a disruptive level of noise (loud music, shouting, slamming doors, etc.). || [Uncomfortable Bed]: Bedding. This includes a bed sheet; a blanket, comforter, or top-sheet; and one sleeping pillow per person with a pillowcase."
